Invoice_ID,PO_Number,Supplier_ID,Invoice_Amount,Currency,Invoice_Date,Description,Department,Requestor,Status
INV-001152,PO-00178,SUP-030,26777.19,GBP,2025-08-16,Cloud Hosting Services - AWS,IT,User_9,Review Further
INV-001153,PO-00153,SUP-008,21156.63,USD,2025-09-10,Cloud Hosting Services - AWS,IT,User_10,Reject
INV-001154,,SUP-011,1470.87,USD,2025-04-06,Suspicious Non-PO Request,IT,User_9,Reject
INV-001155,,SUP-026,999.98,USD,2025-05-19,Suspicious Non-PO Request,Finance,User_10,Reject
INV-001156,PO-00227,SUP-022,28883.28,EUR,2025-08-24,Bank Transaction Fees,Finance,User_10,Approve
INV-001157,,SUP-019,1399.92,USD,2025-01-28,Suspicious Non-PO Request,Operations,User_9,Reject
INV-001158,,SUP-019,4269.98,USD,2025-09-19,Suspicious Non-PO Request,Operations,User_1,Reject
INV-001159,,SUP-001,3027.92,USD,2025-02-15,Suspicious Non-PO Request,Operations,User_14,Reject
INV-001160,PO-00241,SUP-002,22800.89,USD,2025-02-23,Video Production Services - Promo,Marketing,User_17,Approve
INV-001161,,SUP-038,2876.32,USD,2025-09-27,Suspicious Non-PO Request,Operations,User_4,Reject
INV-001162,,SUP-033,3019.12,USD,2025-06-23,Suspicious Non-PO Request,Marketing,User_11,Reject
INV-001163,PO-00160,SUP-033,57603.44,EUR,2025-12-29,Social Media Content Creation - Oct,Marketing,User_9,Reject
INV-001164,PO-00282,SUP-009,22572.83,USD,2025-07-06,Monitor 27-inch 4K - Dell UltraSharp,IT,User_15,Approve
INV-001165,PO-00057,SUP-044,32037.11,USD,2025-04-25,Financial Reporting Software - Seat License,Finance,User_15,Approve
INV-001166,PO-00222,SUP-020,14821.22,USD,2025-03-22,Office Cleaning Services - Monthly,Operations,User_7,Reject
INV-001167,,SUP-042,1424.78,USD,2025-03-29,Suspicious Non-PO Request,Operations,User_12,Reject
INV-001168,PO-00243,SUP-030,8357.94,USD,2025-12-31,Software Development Consultation - Q3,IT,User_13,Approve
INV-001169,,SUP-002,3710.28,USD,2025-02-10,Suspicious Non-PO Request,Marketing,User_8,Reject
INV-001170,PO-00127,SUP-003,68102.44,USD,2025-11-06,Microsoft 365 Enterprise Licenses (Annual),IT,User_4,Reject
INV-001171,PO-00132,SUP-025,632.45,EUR,2025-05-03,Pest Control Quarterly Service,Operations,User_10,Approve
INV-001172,PO-00142,SUP-009,26449.59,USD,2025-09-28,Software Development Consultation - Q3,IT,User_4,Reject
INV-001173,PO-00003,SUP-038,1974.96,USD,2025-02-19,Unrelated Service Fee,Operations,User_17,Reject
INV-001174,,SUP-039,4456.72,USD,2025-08-26,Suspicious Non-PO Request,Operations,User_11,Reject
INV-001175,,SUP-042,446.47,USD,2025-09-22,Suspicious Non-PO Request,Operations,User_16,Reject
INV-001176,PO-00081,SUP-038,36058.12,EUR,2025-04-30,Waste Management Services,Operations,User_13,Approve
INV-001177,PO-00227,SUP-022,30835.58,EUR,2025-09-29,Bank Transaction Fees (Shipping/Tax Diff),Finance,User_10,Review Further
INV-001178,PO-00030,SUP-027,35438.0,EUR,2025-12-27,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_4,Review Further
INV-001179,PO-00267,SUP-023,5987.47,USD,2025-03-16,Payroll Processing Fees - Oct,Finance,User_17,Approve
INV-001180,PO-00270,SUP-014,3850.13,USD,2025-08-12,Corporate Insurance Premium,Finance,User_13,Approve
INV-001181,,SUP-031,1562.46,USD,2025-11-04,Social Media Content Creation - Oct,Marketing,User_3,Review Further
INV-001182,PO-00189,SUP-019,22512.45,USD,2025-09-07,Unrelated Service Fee,Operations,User_4,Reject
INV-001183,PO-00284,SUP-048,35948.34,USD,2025-03-24,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_17,Review Further
INV-001184,PO-00176,SUP-020,2151.54,USD,2025-09-08,Facilities Management Retainer,Operations,User_3,Approve
INV-001185,PO-00249,SUP-046,1402.41,USD,2025-07-31,Unrelated Service Fee,Operations,User_7,Reject
INV-001186,,SUP-017,1869.62,USD,2025-08-03,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_13,Review Further
INV-001187,,SUP-018,2814.72,USD,2025-11-23,Suspicious Non-PO Request,Operations,User_8,Reject
INV-001188,,SUP-035,3521.24,USD,2025-04-10,Suspicious Non-PO Request,Operations,User_2,Reject
INV-001189,PO-00041,SUP-033,24539.24,EUR,2025-09-03,SEO Optimization Services,Marketing,User_2,Approve
INV-001190,,SUP-032,2857.85,USD,2025-01-21,Suspicious Non-PO Request,Finance,User_17,Reject
INV-001191,PO-00275,SUP-036,12873.87,USD,2025-06-27,Tax Consultation Fees,Finance,User_11,Reject
INV-001192,,SUP-010,4316.59,USD,2025-05-30,Suspicious Non-PO Request,Finance,User_10,Reject
INV-001193,,SUP-033,4288.87,USD,2025-11-17,Suspicious Non-PO Request,Marketing,User_7,Reject
INV-001194,,SUP-038,942.83,USD,2025-03-29,Suspicious Non-PO Request,Operations,User_1,Reject
INV-001195,,SUP-041,2282.33,USD,2025-05-21,Server Rack Maintenance Fee,IT,User_12,Review Further
INV-001196,PO-00192,SUP-016,32154.9,USD,2026-01-03,Unrelated Service Fee,Operations,User_11,Reject
INV-001197,PO-00103,SUP-049,52389.3,USD,2025-12-07,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_10,Review Further
INV-001198,,SUP-013,2807.15,USD,2025-02-09,Suspicious Non-PO Request,IT,User_11,Reject
INV-001199,PO-00276,SUP-012,22033.45,USD,2025-10-07,Server Rack Maintenance Fee (Shipping/Tax Diff),IT,User_2,Review Further
INV-001200,,SUP-009,2547.48,USD,2025-07-28,Suspicious Non-PO Request,IT,User_10,Reject
INV-001201,,SUP-026,4466.52,USD,2025-02-04,Tax Consultation Fees,Finance,User_19,Review Further
INV-001202,PO-00039,SUP-025,43787.05,EUR,2025-05-30,Unrelated Service Fee,Operations,User_18,Reject
INV-001203,,SUP-022,3565.77,USD,2025-08-23,Financial Reporting Software - Seat License,Finance,User_5,Review Further
INV-001204,,SUP-014,682.96,USD,2025-06-06,Payroll Processing Fees - Oct,Finance,User_12,Review Further
INV-001205,PO-00051,SUP-001,14488.51,USD,2025-10-21,Facilities Management Retainer (Shipping/Tax Diff),Operations,User_8,Review Further
INV-001206,PO-00289,SUP-041,14295.14,USD,2026-01-13,Microsoft 365 Enterprise Licenses (Annual),IT,User_6,Approve
INV-001207,PO-00027,SUP-001,47374.0,EUR,2025-12-13,Security Guard Services - Nov,Operations,User_3,Approve
INV-001208,PO-00229,SUP-038,46028.6,EUR,2026-01-15,Security Guard Services - Nov,Operations,User_4,Approve
INV-001209,,SUP-039,1187.81,USD,2025-02-01,Breakroom Snacks and Coffee,Operations,User_16,Review Further
INV-001210,PO-00058,SUP-006,28264.89,USD,2025-09-21,Security Guard Services - Nov,Operations,User_5,Approve
INV-001211,,SUP-031,1814.77,USD,2025-10-28,Suspicious Non-PO Request,Marketing,User_16,Reject
INV-001212,PO-00300,SUP-017,35004.04,EUR,2025-12-26,Cisco Meraki MR56 Access Points,IT,User_17,Reject
INV-001213,,SUP-001,883.06,USD,2025-10-01,Suspicious Non-PO Request,Operations,User_9,Reject
INV-001214,PO-00052,SUP-009,8896.88,USD,2025-06-13,Cloud Hosting Services - AWS (Shipping/Tax Diff),IT,User_18,Review Further
INV-001215,,SUP-016,2515.65,USD,2025-03-03,Office Cleaning Services - Monthly,Operations,User_11,Review Further
INV-001216,PO-00245,SUP-035,28119.18,USD,2025-03-27,Waste Management Services,Operations,User_9,Approve
INV-001217,PO-00084,SUP-036,23094.86,USD,2025-03-27,Unrelated Service Fee,Finance,User_15,Reject
INV-001218,,SUP-040,2328.15,USD,2025-12-17,Suspicious Non-PO Request,Marketing,User_16,Reject
INV-001219,,SUP-021,3307.13,USD,2025-07-01,Suspicious Non-PO Request,Finance,User_2,Reject
INV-001220,PO-00034,SUP-030,27192.08,USD,2025-06-09,Unrelated Service Fee,IT,User_16,Reject
INV-001221,,SUP-014,4323.23,USD,2025-12-09,Suspicious Non-PO Request,Finance,User_10,Reject
INV-001222,PO-00086,SUP-049,39773.12,EUR,2025-06-12,Breakroom Snacks and Coffee (Shipping/Tax Diff),Operations,User_8,Review Further
INV-001223,,SUP-004,4826.99,USD,2025-08-06,Suspicious Non-PO Request,Operations,User_3,Reject
INV-001224,,SUP-021,3908.49,USD,2025-06-08,Audit Services - FY2025,Finance,User_5,Review Further
INV-001225,PO-00021,SUP-048,19390.15,GBP,2025-09-12,Payroll Processing Fees - Oct,Finance,User_18,Review Further
INV-001226,PO-00105,SUP-039,29808.84,USD,2025-02-28,Office Supplies - Paper/Pens/Ink,Operations,User_10,Approve
INV-001227,PO-00208,SUP-023,5597.07,USD,2025-03-29,Audit Services - FY2025 (Shipping/Tax Diff),Finance,User_5,Review Further
INV-001228,,SUP-036,3021.69,USD,2025-03-01,Suspicious Non-PO Request,Finance,User_14,Reject
INV-001229,PO-00233,SUP-050,7748.99,USD,2025-03-10,Office Supplies - Paper/Pens/Ink,Operations,User_20,Approve
INV-001230,PO-00077,SUP-021,15250.98,USD,2026-01-04,Payroll Processing Fees - Oct,Finance,User_3,Reject
INV-001231,PO-00203,SUP-043,33105.75,USD,2025-07-03,Corporate Insurance Premium (Shipping/Tax Diff),Finance,User_13,Review Further
INV-001232,PO-00242,SUP-011,15341.66,EUR,2025-02-12,Server Rack Maintenance Fee,IT,User_17,Reject
INV-001233,PO-00044,SUP-045,11276.19,USD,2025-06-30,Q3 Digital Ad Campaign Management,Marketing,User_11,Approve
INV-001234,PO-00124,SUP-022,14574.8,EUR,2025-11-07,Payroll Processing Fees - Oct,Finance,User_11,Approve
INV-001235,PO-00207,SUP-021,17428.98,EUR,2026-01-16,Tax Consultation Fees,Finance,User_3,Reject
INV-001236,,SUP-018,3321.23,USD,2025-11-01,Facilities Management Retainer,Operations,User_9,Review Further
INV-001237,,SUP-001,2542.05,USD,2025-03-13,Suspicious Non-PO Request,Operations,User_15,Reject
INV-001238,PO-00040,SUP-011,32781.17,USD,2025-03-07,Dell Latitude 5520 Laptop (Count: 5),IT,User_8,Approve
INV-001239,PO-00264,SUP-009,30959.74,USD,2025-10-08,Microsoft 365 Enterprise Licenses (Annual),IT,User_9,Approve
INV-001240,PO-00004,SUP-046,30838.05,USD,2025-02-18,Waste Management Services (Shipping/Tax Diff),Operations,User_15,Review Further
INV-001241,PO-00236,SUP-014,4713.56,USD,2025-10-05,Payroll Processing Fees - Oct,Finance,User_9,Reject
INV-001242,,SUP-025,3383.37,USD,2025-08-24,Office Cleaning Services - Monthly,Operations,User_18,Review Further
INV-001243,,SUP-013,900.09,USD,2025-09-15,Suspicious Non-PO Request,IT,User_15,Reject
INV-001244,PO-00243,SUP-030,9034.31,USD,2026-01-01,Software Development Consultation - Q3 (Shipping/Tax Diff),IT,User_13,Review Further
INV-001245,PO-00121,SUP-016,32136.51,USD,2025-10-29,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_10,Review Further
INV-001246,,SUP-042,718.81,USD,2025-04-21,Suspicious Non-PO Request,Operations,User_4,Reject
INV-001247,,SUP-009,182.74,USD,2025-09-17,Suspicious Non-PO Request,IT,User_5,Reject
INV-001248,PO-00271,SUP-002,34044.94,USD,2025-03-07,Video Production Services - Promo (Shipping/Tax Diff),Marketing,User_1,Review Further
INV-001249,,SUP-011,2138.3,USD,2025-03-14,Suspicious Non-PO Request,IT,User_6,Reject
INV-001250,PO-00225,SUP-026,35331.73,USD,2025-10-15,Corporate Insurance Premium,Finance,User_3,Approve
INV-001251,PO-00043,SUP-027,37726.31,EUR,2025-09-13,Bank Transaction Fees (Shipping/Tax Diff),Finance,User_5,Review Further
INV-001252,,SUP-011,88.98,USD,2025-12-02,Suspicious Non-PO Request,IT,User_14,Reject
INV-001253,PO-00039,SUP-025,46613.01,EUR,2025-06-22,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_18,Review Further
INV-001254,PO-00228,SUP-046,1680.68,USD,2025-09-10,Facilities Management Retainer (Shipping/Tax Diff),Operations,User_20,Review Further
INV-001255,,SUP-030,350.49,USD,2025-01-23,Suspicious Non-PO Request,IT,User_14,Reject
INV-001256,,SUP-010,3259.09,USD,2025-09-13,Suspicious Non-PO Request,Finance,User_4,Reject
INV-001257,PO-00235,SUP-023,34216.11,USD,2025-09-28,Corporate Insurance Premium,Finance,User_11,Approve
INV-001258,,SUP-030,1475.65,USD,2025-04-22,Suspicious Non-PO Request,IT,User_16,Reject
INV-001259,PO-00178,SUP-030,29350.12,USD,2025-09-01,Cloud Hosting Services - AWS (Shipping/Tax Diff),IT,User_9,Review Further
INV-001260,PO-00066,SUP-040,16748.97,USD,2025-08-31,Unrelated Service Fee,Marketing,User_12,Reject
INV-001261,PO-00194,SUP-025,15744.92,USD,2025-12-11,Office Supplies - Paper/Pens/Ink,Operations,User_5,Reject
INV-001262,PO-00180,SUP-012,47245.0,EUR,2025-04-02,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_18,Reject
INV-001263,PO-00267,SUP-023,5987.47,USD,2025-02-28,Payroll Processing Fees - Oct,Finance,User_17,Approve
INV-001264,,SUP-039,2486.32,USD,2025-08-14,Breakroom Snacks and Coffee,Operations,User_16,Review Further
INV-001265,PO-00148,SUP-021,2394.48,USD,2025-04-30,Bank Transaction Fees,Finance,User_6,Reject
INV-001266,,SUP-028,4148.35,USD,2025-09-28,Suspicious Non-PO Request,IT,User_2,Reject
INV-001267,,SUP-007,1172.12,USD,2025-10-28,Server Rack Maintenance Fee,IT,User_8,Review Further
INV-001268,PO-00025,SUP-003,27199.26,USD,2025-04-09,Dell Latitude 5520 Laptop (Count: 5),IT,User_16,Approve
INV-001269,PO-00112,SUP-038,19259.97,USD,2026-02-05,Office Cleaning Services - Monthly,Operations,User_11,Review Further
INV-001270,PO-00240,SUP-044,10333.49,EUR,2026-01-11,Corporate Insurance Premium (Shipping/Tax Diff),Finance,User_17,Review Further
INV-001271,PO-00284,SUP-048,33723.6,USD,2025-02-28,Unrelated Service Fee,Finance,User_17,Reject
INV-001272,PO-00173,SUP-012,900.85,USD,2025-06-10,Dell Latitude 5520 Laptop (Count: 5),IT,User_10,Review Further
INV-001273,PO-00095,SUP-009,49045.74,EUR,2025-03-27,Dell Latitude 5520 Laptop (Count: 5),IT,User_19,Approve
INV-001274,,SUP-024,634.39,USD,2025-04-29,Suspicious Non-PO Request,IT,User_12,Reject
INV-001275,PO-00117,SUP-024,32026.06,USD,2025-12-29,Server Rack Maintenance Fee (Shipping/Tax Diff),IT,User_14,Review Further
INV-001276,PO-00166,SUP-018,7705.7,USD,2025-08-31,Waste Management Services,Operations,User_6,Approve
INV-001277,,SUP-005,1049.36,USD,2025-08-14,Suspicious Non-PO Request,Operations,User_1,Reject
INV-001278,PO-00129,SUP-007,43078.25,USD,2025-06-26,Monitor 27-inch 4K - Dell UltraSharp,IT,User_19,Approve
INV-001279,,SUP-012,1893.56,USD,2025-08-14,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_12,Review Further
INV-001280,PO-00160,SUP-033,48512.86,EUR,2025-12-30,Social Media Content Creation - Oct,Marketing,User_9,Approve
INV-001281,,SUP-031,2172.67,USD,2025-08-11,Suspicious Non-PO Request,Marketing,User_15,Reject
INV-001282,PO-00266,SUP-046,7027.02,EUR,2025-06-22,Office Supplies - Paper/Pens/Ink (Shipping/Tax Diff),Operations,User_20,Review Further
INV-001283,,SUP-021,1608.28,USD,2025-04-08,Suspicious Non-PO Request,Finance,User_14,Reject
INV-001284,,SUP-019,4616.47,USD,2025-04-01,Suspicious Non-PO Request,Operations,User_19,Reject
INV-001285,PO-00280,SUP-026,36490.53,USD,2025-03-16,Audit Services - FY2025,Finance,User_20,Review Further
INV-001286,PO-00124,SUP-022,14574.8,EUR,2025-11-23,Unrelated Service Fee,Finance,User_11,Reject
INV-001287,PO-00064,SUP-042,5850.73,EUR,2026-01-31,Office Cleaning Services - Monthly,Operations,User_8,Approve
INV-001288,,SUP-022,1434.91,USD,2025-10-11,Suspicious Non-PO Request,Finance,User_20,Reject
INV-001289,PO-00025,SUP-003,27199.26,USD,2025-05-11,Dell Latitude 5520 Laptop (Count: 5),IT,User_16,Approve
INV-001290,PO-00086,SUP-049,40249.62,EUR,2025-07-07,Breakroom Snacks and Coffee (Shipping/Tax Diff),Operations,User_8,Review Further
INV-001291,PO-00278,SUP-047,22129.09,EUR,2025-08-10,Monitor 27-inch 4K - Dell UltraSharp,IT,User_13,Approve
INV-001292,,SUP-036,2710.3,USD,2025-08-01,Suspicious Non-PO Request,Finance,User_5,Reject
INV-001293,,SUP-003,509.46,USD,2025-10-23,Suspicious Non-PO Request,IT,User_10,Reject
INV-001294,,SUP-006,188.06,USD,2025-10-17,Breakroom Snacks and Coffee,Operations,User_19,Review Further
INV-001295,PO-00095,SUP-009,49045.74,USD,2025-03-28,Dell Latitude 5520 Laptop (Count: 5),IT,User_19,Review Further
INV-001296,PO-00287,SUP-001,40429.08,USD,2025-02-07,Pest Control Quarterly Service,Operations,User_12,Reject
INV-001297,,SUP-021,3272.26,USD,2025-03-18,Suspicious Non-PO Request,Finance,User_15,Reject
INV-001298,,SUP-014,1727.95,USD,2025-05-14,Suspicious Non-PO Request,Finance,User_19,Reject
INV-001299,PO-00086,SUP-049,37712.95,USD,2025-06-10,Breakroom Snacks and Coffee,Operations,User_8,Review Further
INV-001300,PO-00094,SUP-038,1936.73,EUR,2025-10-26,Facilities Management Retainer,Operations,User_6,Approve
INV-001301,PO-00037,SUP-011,42632.66,USD,2025-07-27,Microsoft 365 Enterprise Licenses (Annual) (Shipping/Tax Diff),IT,User_7,Review Further
INV-001302,PO-00255,SUP-046,48297.03,USD,2025-07-15,Pest Control Quarterly Service,Operations,User_12,Approve
INV-001303,PO-00239,SUP-015,25599.86,USD,2025-12-12,Server Rack Maintenance Fee,IT,User_15,Approve
INV-001304,PO-00043,SUP-027,34981.28,EUR,2025-08-22,Bank Transaction Fees,Finance,User_5,Approve
INV-001305,PO-00107,SUP-014,18843.26,USD,2026-01-01,Corporate Insurance Premium,Finance,User_1,Approve
INV-001306,PO-00081,SUP-038,36058.12,EUR,2025-05-27,Waste Management Services,Operations,User_13,Approve
INV-001307,PO-00039,SUP-025,47885.55,EUR,2025-06-28,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_18,Review Further
INV-001308,PO-00079,SUP-009,40424.86,USD,2025-06-07,Cisco Meraki MR56 Access Points,IT,User_2,Approve
INV-001309,PO-00173,SUP-012,900.85,EUR,2025-06-30,Unrelated Service Fee,IT,User_10,Reject
INV-001310,PO-00188,SUP-007,30974.78,USD,2025-09-30,Cloud Hosting Services - AWS,IT,User_12,Approve
INV-001311,PO-00194,SUP-025,11189.59,USD,2025-12-13,Office Supplies - Paper/Pens/Ink,Operations,User_5,Approve
INV-001312,PO-00151,SUP-026,21066.77,EUR,2025-06-16,Payroll Processing Fees - Oct,Finance,User_8,Approve
INV-001313,PO-00219,SUP-045,33861.45,EUR,2025-02-19,Creative Design for Holiday Campaign,Marketing,User_14,Approve
INV-001314,PO-00231,SUP-021,16986.9,USD,2025-05-15,Tax Consultation Fees,Finance,User_17,Approve
INV-001315,PO-00205,SUP-004,21788.46,EUR,2025-05-12,Office Supplies - Paper/Pens/Ink,Operations,User_11,Approve
INV-001316,PO-00026,SUP-016,46490.38,USD,2025-04-15,Breakroom Snacks and Coffee,Operations,User_2,Approve
INV-001317,,SUP-039,1888.76,USD,2025-07-24,Suspicious Non-PO Request,Operations,User_10,Reject
INV-001318,PO-00162,SUP-005,31526.56,USD,2025-08-02,Pest Control Quarterly Service,Operations,User_20,Approve
INV-001319,PO-00059,SUP-027,52232.9,USD,2025-02-13,Corporate Insurance Premium,Finance,User_14,Reject
INV-001320,PO-00155,SUP-023,17583.64,EUR,2025-09-26,Corporate Insurance Premium,Finance,User_15,Approve
INV-001321,PO-00053,SUP-028,5627.53,USD,2025-12-22,Cisco Meraki MR56 Access Points,IT,User_4,Approve
INV-001322,PO-00197,SUP-044,32465.23,USD,2025-06-09,Audit Services - FY2025 (Shipping/Tax Diff),Finance,User_9,Review Further
INV-001323,PO-00018,SUP-043,14695.53,EUR,2025-11-18,Corporate Insurance Premium (Shipping/Tax Diff),Finance,User_19,Review Further
INV-001324,PO-00195,SUP-025,15042.32,USD,2025-02-05,HVAC Maintenance and Repair (Shipping/Tax Diff),Operations,User_18,Review Further
INV-001325,,SUP-019,3142.61,USD,2025-11-29,Waste Management Services,Operations,User_14,Review Further
INV-001326,PO-00116,SUP-033,5106.14,USD,2025-02-20,SEO Optimization Services,Marketing,User_8,Review Further
INV-001327,PO-00062,SUP-028,43297.98,USD,2025-05-17,Cisco Meraki MR56 Access Points,IT,User_1,Review Further
INV-001328,PO-00007,SUP-040,19695.45,USD,2025-03-12,Video Production Services - Promo (Shipping/Tax Diff),Marketing,User_2,Review Further
INV-001329,PO-00275,SUP-036,10478.75,USD,2025-07-23,Tax Consultation Fees,Finance,User_11,Approve
INV-001330,PO-00264,SUP-009,30959.74,GBP,2025-10-04,Microsoft 365 Enterprise Licenses (Annual),IT,User_9,Review Further
INV-001331,,SUP-004,2405.39,USD,2025-01-23,Suspicious Non-PO Request,Operations,User_4,Reject
INV-001332,,SUP-025,1068.73,USD,2025-11-06,Suspicious Non-PO Request,Operations,User_15,Reject
INV-001333,PO-00071,SUP-014,583.72,USD,2025-08-28,Corporate Insurance Premium,Finance,User_12,Approve
INV-001334,PO-00266,SUP-046,7923.86,EUR,2025-06-19,Office Supplies - Paper/Pens/Ink,Operations,User_20,Reject
INV-001335,PO-00207,SUP-021,13117.04,EUR,2026-01-06,Tax Consultation Fees,Finance,User_3,Approve
INV-001336,,SUP-030,4899.94,USD,2025-10-18,Cloud Hosting Services - AWS,IT,User_6,Review Further
INV-001337,,SUP-039,493.66,USD,2025-06-20,HVAC Maintenance and Repair,Operations,User_14,Review Further
INV-001338,PO-00272,SUP-043,17567.72,USD,2025-02-21,Bank Transaction Fees,Finance,User_19,Approve
INV-001339,,SUP-032,538.78,USD,2025-03-27,Financial Reporting Software - Seat License,Finance,User_14,Review Further
INV-001340,PO-00014,SUP-003,42647.44,USD,2026-01-15,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_2,Reject
INV-001341,PO-00238,SUP-034,3316.06,USD,2025-03-07,Cloud Hosting Services - AWS,IT,User_3,Approve
INV-001342,PO-00100,SUP-016,2492.78,USD,2025-12-17,Office Cleaning Services - Monthly,Operations,User_7,Approve
INV-001343,PO-00138,SUP-024,23309.55,EUR,2025-11-03,Dell Latitude 5520 Laptop (Count: 5) (Shipping/Tax Diff),IT,User_11,Review Further
INV-001344,,SUP-035,4436.47,USD,2025-05-31,Security Guard Services - Nov,Operations,User_18,Review Further
INV-001345,PO-00125,SUP-029,13911.9,USD,2025-02-15,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_3,Review Further
INV-001346,PO-00059,SUP-027,44200.71,USD,2025-03-08,Corporate Insurance Premium (Shipping/Tax Diff),Finance,User_14,Review Further
INV-001347,PO-00223,SUP-020,41223.37,USD,2025-06-07,Breakroom Snacks and Coffee (Shipping/Tax Diff),Operations,User_11,Review Further
INV-001348,PO-00115,SUP-037,24684.6,EUR,2025-09-09,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_16,Approve
INV-001349,PO-00246,SUP-039,17993.78,USD,2025-04-04,HVAC Maintenance and Repair (Shipping/Tax Diff),Operations,User_10,Review Further
INV-001350,PO-00073,SUP-005,15809.59,USD,2025-11-08,Waste Management Services,Operations,User_13,Approve
INV-001351,,SUP-036,3415.99,USD,2025-07-12,Suspicious Non-PO Request,Finance,User_7,Reject
INV-001352,,SUP-022,849.01,USD,2025-10-14,Suspicious Non-PO Request,Finance,User_19,Reject
INV-001353,PO-00276,SUP-012,20212.09,USD,2025-10-13,Server Rack Maintenance Fee,IT,User_2,Approve
INV-001354,PO-00175,SUP-016,37901.08,USD,2026-01-10,Unrelated Service Fee,Operations,User_2,Reject
INV-001355,PO-00068,SUP-044,40605.5,USD,2025-05-07,Financial Reporting Software - Seat License,Finance,User_4,Reject
INV-001356,PO-00173,SUP-012,900.85,EUR,2025-06-21,Unrelated Service Fee,IT,User_10,Reject
INV-001357,,SUP-007,4915.96,USD,2025-07-07,Suspicious Non-PO Request,IT,User_7,Reject
INV-001358,PO-00198,SUP-042,54809.95,USD,2025-04-27,Security Guard Services - Nov,Operations,User_16,Reject
INV-001359,PO-00050,SUP-047,1244.27,USD,2025-04-06,Microsoft 365 Enterprise Licenses (Annual),IT,User_18,Reject
INV-001360,PO-00237,SUP-018,19522.67,USD,2025-03-25,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_15,Review Further
INV-001361,PO-00261,SUP-037,21037.4,GBP,2025-03-11,Monitor 27-inch 4K - Dell UltraSharp,IT,User_8,Review Further
INV-001362,PO-00001,SUP-029,6010.89,USD,2026-01-01,Bank Transaction Fees,Finance,User_8,Approve
INV-001363,PO-00053,SUP-028,5627.53,USD,2025-12-31,Cisco Meraki MR56 Access Points,IT,User_4,Approve
INV-001364,PO-00217,SUP-021,17374.35,USD,2025-09-11,Unrelated Service Fee,Finance,User_11,Reject
INV-001365,PO-00045,SUP-011,36110.06,USD,2025-02-10,Cisco Meraki MR56 Access Points,IT,User_17,Reject
INV-001366,PO-00233,SUP-050,8210.64,USD,2025-04-16,Office Supplies - Paper/Pens/Ink (Shipping/Tax Diff),Operations,User_20,Review Further
INV-001367,PO-00191,SUP-010,14774.42,EUR,2025-06-28,Audit Services - FY2025,Finance,User_3,Reject
INV-001368,,SUP-030,2489.55,USD,2026-01-09,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_20,Review Further
INV-001369,PO-00183,SUP-029,12845.33,USD,2026-01-27,Audit Services - FY2025 (Shipping/Tax Diff),Finance,User_20,Review Further
INV-001370,PO-00136,SUP-027,42845.79,USD,2025-05-22,Corporate Insurance Premium (Shipping/Tax Diff),Finance,User_15,Review Further
INV-001371,PO-00005,SUP-036,40566.81,USD,2025-07-13,Audit Services - FY2025,Finance,User_14,Approve
INV-001372,,SUP-033,371.99,USD,2025-05-26,Suspicious Non-PO Request,Marketing,User_19,Reject
INV-001373,PO-00028,SUP-043,6855.38,USD,2025-05-02,Payroll Processing Fees - Oct,Finance,User_9,Approve
INV-001374,,SUP-043,4850.56,USD,2025-12-27,Corporate Insurance Premium,Finance,User_18,Review Further
INV-001375,PO-00195,SUP-025,14225.1,USD,2025-02-12,HVAC Maintenance and Repair,Operations,User_18,Approve
INV-001376,PO-00234,SUP-039,6254.32,EUR,2026-01-12,Pest Control Quarterly Service,Operations,User_19,Reject
INV-001377,PO-00141,SUP-044,9483.71,EUR,2025-06-13,Corporate Insurance Premium,Finance,User_16,Approve
INV-001378,PO-00206,SUP-028,21091.49,USD,2025-08-30,Microsoft 365 Enterprise Licenses (Annual),IT,User_14,Approve
INV-001379,PO-00216,SUP-035,48604.61,USD,2025-12-19,Security Guard Services - Nov,Operations,User_13,Approve
INV-001380,,SUP-024,4596.04,USD,2025-10-13,Software Development Consultation - Q3,IT,User_15,Review Further
INV-001381,,SUP-044,454.95,USD,2025-11-02,Bank Transaction Fees,Finance,User_1,Review Further
INV-001382,PO-00245,SUP-035,28119.18,USD,2025-03-16,Unrelated Service Fee,Operations,User_9,Reject
INV-001383,,SUP-024,1588.49,USD,2025-11-30,Suspicious Non-PO Request,IT,User_4,Reject
INV-001384,PO-00113,SUP-033,11733.79,USD,2025-10-07,Creative Design for Holiday Campaign (Shipping/Tax Diff),Marketing,User_9,Review Further
INV-001385,,SUP-041,2394.2,USD,2025-07-07,Suspicious Non-PO Request,IT,User_2,Reject
